INDEX_RC;LOCAL_XI;SCALE_ALPHA;SHAPE_KAPPA;KOUT_1_THETA;KOUT_2_ETA
164026;-99,9;-99,9;-99,9;-99,9;-99,9
164027;-99,9;-99,9;-99,9;-99,9;-99,9
164028;-99,9;-99,9;-99,9;-99,9;-99,9
164029;-99,9;-99,9;-99,9;-99,9;-99,9
164030;-99,9;-99,9;-99,9;-99,9;-99,9
164031;-99,9;-99,9;-99,9;-99,9;-99,9
164032;-99,9;-99,9;-99,9;-99,9;-99,9
164033;-99,9;-99,9;-99,9;-99,9;-99,9
164034;-99,9;-99,9;-99,9;-99,9;-99,9
164035;-99,9;-99,9;-99,9;-99,9;-99,9
164036;-99,9;-99,9;-99,9;-99,9;-99,9
164037;-99,9;-99,9;-99,9;-99,9;-99,9
164038;-99,9;-99,9;-99,9;-99,9;-99,9
164039;-99,9;-99,9;-99,9;-99,9;-99,9
164040;-99,9;-99,9;-99,9;-99,9;-99,9
164041;-99,9;-99,9;-99,9;-99,9;-99,9
164042;-99,9;-99,9;-99,9;-99,9;-99,9
164043;-99,9;-99,9;-99,9;-99,9;-99,9
164044;-99,9;-99,9;-99,9;-99,9;-99,9
164045;-99,9;-99,9;-99,9;-99,9;-99,9
164046;-99,9;-99,9;-99,9;-99,9;-99,9
164047;-99,9;-99,9;-99,9;-99,9;-99,9
164048;-99,9;-99,9;-99,9;-99,9;-99,9
164049;-99,9;-99,9;-99,9;-99,9;-99,9
164050;-99,9;-99,9;-99,9;-99,9;-99,9
164051;-99,9;-99,9;-99,9;-99,9;-99,9
164052;-99,9;-99,9;-99,9;-99,9;-99,9
164053;-99,9;-99,9;-99,9;-99,9;-99,9
164054;-99,9;-99,9;-99,9;-99,9;-99,9
164055;-99,9;-99,9;-99,9;-99,9;-99,9
164056;-99,9;-99,9;-99,9;-99,9;-99,9
164057;-99,9;-99,9;-99,9;-99,9;-99,9
164058;-99,9;-99,9;-99,9;-99,9;-99,9
164059;-99,9;-99,9;-99,9;-99,9;-99,9
164060;-99,9;-99,9;-99,9;-99,9;-99,9
164061;-99,9;-99,9;-99,9;-99,9;-99,9
164062;-99,9;-99,9;-99,9;-99,9;-99,9
164063;-99,9;-99,9;-99,9;-99,9;-99,9
164064;-99,9;-99,9;-99,9;-99,9;-99,9
164065;-99,9;-99,9;-99,9;-99,9;-99,9
164066;-99,9;-99,9;-99,9;-99,9;-99,9
164067;-99,9;-99,9;-99,9;-99,9;-99,9
164068;-99,9;-99,9;-99,9;-99,9;-99,9
164069;-99,9;-99,9;-99,9;-99,9;-99,9
164070;-99,9;-99,9;-99,9;-99,9;-99,9
164071;-99,9;-99,9;-99,9;-99,9;-99,9
164072;-99,9;-99,9;-99,9;-99,9;-99,9
164073;-99,9;-99,9;-99,9;-99,9;-99,9
164074;-99,9;-99,9;-99,9;-99,9;-99,9
164075;-99,9;-99,9;-99,9;-99,9;-99,9
164076;-99,9;-99,9;-99,9;-99,9;-99,9
164077;-99,9;-99,9;-99,9;-99,9;-99,9
164078;-99,9;-99,9;-99,9;-99,9;-99,9
164079;-99,9;-99,9;-99,9;-99,9;-99,9
164080;-99,9;-99,9;-99,9;-99,9;-99,9
164081;-99,9;-99,9;-99,9;-99,9;-99,9
164082;-99,9;-99,9;-99,9;-99,9;-99,9
164083;-99,9;-99,9;-99,9;-99,9;-99,9
164084;-99,9;-99,9;-99,9;-99,9;-99,9
164085;-99,9;-99,9;-99,9;-99,9;-99,9
164086;-99,9;-99,9;-99,9;-99,9;-99,9
164087;-99,9;-99,9;-99,9;-99,9;-99,9
164088;-99,9;-99,9;-99,9;-99,9;-99,9
164089;15,11730742;4,35994874;-0,1;0,01616222;0,71125044
164090;15,11359523;4,30680454;-0,1;0,01524551;0,71277145
164091;15,10570313;4,25145229;-0,1;0,01458968;0,71695383
164092;15,09765815;4,25816943;-0,1;0,01380993;0,72292357
164093;15,09341055;4,17535747;-0,1;0,0106684;0,72991659
164094;15,0915078;4,16775978;-0,1;0,00777783;0,7354277
164095;15,08568217;4,23603636;-0,1;0,0069723;0,73879005
164096;15,07792915;4,32034769;-0,1;0,00696809;0,74090053
164097;15,07339336;4,3485547;-0,1;0,00503421;0,74135806
164098;15,07372623;4,35809772;-0,1;0,0054436;0,74247836
164099;15,07606776;4,47472477;-0,1;0,00924636;0,74697764
164100;15,07591905;4,6102983;-0,1;0,01167339;0,75146653
164101;15,09331573;4,67340565;-0,1;0,01555993;0,75231932
164102;15,10071002;4,66413261;-0,1;0,01636638;0,74859608
164103;15,10790361;4,68410807;-0,1;0,01566787;0,74602017
164104;15,11792544;4,73809921;-0,1;0,01602962;0,74241485
164105;14,94117414;4,71433046;-0,1;0,01613915;0,74208527
164106;14,97437292;4,74957215;-0,1;0,01743239;0,75028841
164107;15,22023419;4,78654537;-0,1;0,01859558;0,76569133
164108;15,22659352;4,75079275;-0,1;0,01960066;0,78051917
164109;15,27240601;4,76354504;-0,1;0,01973787;0,79552227
164110;15,31267081;4,79464094;-0,1;0,0205104;0,80048621
164111;15,35693213;4,80448743;-0,1;0,02208512;0,80233026
164112;15,35265072;4,81895609;-0,1;0,02241118;0,80636059
164113;15,33433631;4,81191879;-0,1;0,02097645;0,8114012
164114;15,48127136;4,91207364;-0,1;0,02531649;0,81682768
164115;15,4693843;4,86963145;-0,1;0,02378603;0,82020447
164116;15,53921319;4,92614101;-0,1;0,02490347;0,81920227
164117;15,62006978;5,00415541;-0,1;0,02522065;0,81436083
164118;15,69279604;5,02926551;-0,1;0,02550062;0,81089774
164119;15,76908727;5,04435959;-0,1;0,02694822;0,82346946
164120;15,90788143;5,11616667;-0,1;0,02790268;0,83251808
164121;15,87224793;5,16046874;-0,1;0,03108842;0,84012688
164122;15,95112372;5,15858061;-0,1;0,03135782;0,82512981
164123;15,88773426;5,14209509;-0,1;0,02867262;0,80651097
164124;15,97902826;5,14567467;-0,1;0,02739127;0,78778969
164125;16,00583571;5,13218106;-0,1;0,02437183;0,7725838
164126;15,97281259;5,13020634;-0,1;0,0239243;0,76422295
164127;15,81951388;5,1279882;-0,1;0,02285733;0,75747235
164128;15,83405192;5,12238784;-0,1;0,02411529;0,7505688
164129;15,81957771;5,13611186;-0,1;0,02465847;0,746008
164130;15,79195528;5,12716166;-0,1;0,02623819;0,74443635
164131;15,7491933;5,12250578;-0,1;0,02662192;0,7384664
164132;15,82163122;5,11915903;-0,1;0,02693969;0,72553328
164133;15,77900412;5,11262031;-0,1;0,02542487;0,71305296
164134;15,57484212;5,11000231;-0,1;0,02270957;0,70503967
164135;15,70101832;5,08578209;-0,1;0,02050557;0,70275262
164136;15,64392021;5,05547107;-0,1;0,01849716;0,70068685
164137;15,65849083;5,0704268;-0,1;0,02011115;0,7040393
164138;15,63208771;5,07153784;-0,1;0,02070272;0,7122833
164139;15,49100157;5,08681271;-0,1;0,02211221;0,72435928
164140;15,50093131;5,10396628;-0,1;0,0236162;0,73423544
164141;15,43421753;5,11754909;-0,1;0,0275754;0,74421794
164142;15,5600972;5,11017024;-0,1;0,02682743;0,75563738
164143;15,54112547;5,1212031;-0,1;0,02968778;0,76487164
164144;15,62481368;5,12624005;-0,1;0,034257;0,77296793
164145;15,6689528;5,12392956;-0,1;0,03624077;0,78030452
164146;15,7058345;5,12522918;-0,1;0,03633279;0,78501116
164147;15,76269002;5,13998667;-0,1;0,03310058;0,78528221
164148;15,79688307;5,15097878;-0,1;0,02720674;0,78214704
164149;15,93838013;5,15220343;-0,1;0,02591825;0,77847877
164150;15,90148182;5,1239045;-0,1;0,02093159;0,77473649
164151;15,99515743;5,1612838;-0,1;0,01978628;0,76878777
164152;15,98590618;5,14769319;-0,1;0,02057396;0,7628832
164153;15,93363854;5,13306045;-0,1;0,02255848;0,76533915
164154;15,96831369;5,13962657;-0,1;0,02505621;0,76563635
164155;15,9917187;5,11858921;-0,1;0,02666516;0,76465798
164156;15,98385587;5,12981008;-0,1;0,02802808;0,76302
164157;16,09652465;5,17696844;-0,1;0,02821838;0,76195863
164158;16,18663532;5,16445349;-0,1;0,02938076;0,76137238
164159;16,36078878;5,22387267;-0,1;0,02952953;0,75985857
164160;16,40583511;5,24618039;-0,1;0,02889373;0,75893367
164161;16,4856142;5,28163549;-0,1;0,02811432;0,75508375
164162;16,50990827;5,29736597;-0,1;0,02771306;0,75666691
164163;16,56567752;5,31739562;-0,1;0,02776312;0,75951089
164164;16,61608488;5,33595788;-0,1;0,02755211;0,76403965
164165;16,66279036;5,37601005;-0,1;0,02689512;0,76927702
164166;16,71622027;5,36521151;-0,1;0,02656924;0,77269991
164167;16,76154512;5,36858282;-0,1;0,02681631;0,77298814
164168;16,73886027;5,35200199;-0,1;0,02664159;0,77365144
164169;16,73266361;5,3525235;-0,1;0,02696629;0,77392208
164170;16,74573853;5,34942827;-0,1;0,02699347;0,77391567
164171;16,78157965;5,34270484;-0,1;0,02656242;0,77289976
164172;16,76994166;5,35694848;-0,1;0,02529122;0,76800451
164173;16,73961245;5,37304247;-0,1;0,02339537;0,76262081
164174;16,78346635;5,37589994;-0,1;0,0213805;0,75879281
164175;16,75485873;5,35032874;-0,1;0,01967805;0,75743696
164176;16,77953714;5,28285009;-0,1;0,01544258;0,75539143
164177;16,7754372;5,27480625;-0,1;0,01398147;0,75341253
164178;17,01839987;5,2889246;-0,1;0,00986227;0,75185301
164179;17,03940738;5,25870265;-0,1;0,00982357;0,74955865
164180;17,08142743;5,41703917;-0,1;0,01238051;0,74883072
164181;17,10285691;5,437261;-0,1;0,0129933;0,74790481
164182;17,12106372;5,4655176;-0,1;0,01395344;0,74748812
164183;-99,9;-99,9;-99,9;-99,9;-99,9
164184;-99,9;-99,9;-99,9;-99,9;-99,9
164185;-99,9;-99,9;-99,9;-99,9;-99,9
164186;-99,9;-99,9;-99,9;-99,9;-99,9
164187;-99,9;-99,9;-99,9;-99,9;-99,9
164188;-99,9;-99,9;-99,9;-99,9;-99,9
164189;-99,9;-99,9;-99,9;-99,9;-99,9
164190;-99,9;-99,9;-99,9;-99,9;-99,9
164191;-99,9;-99,9;-99,9;-99,9;-99,9
164192;-99,9;-99,9;-99,9;-99,9;-99,9
164193;-99,9;-99,9;-99,9;-99,9;-99,9
164194;-99,9;-99,9;-99,9;-99,9;-99,9
164195;-99,9;-99,9;-99,9;-99,9;-99,9
164196;-99,9;-99,9;-99,9;-99,9;-99,9
164197;-99,9;-99,9;-99,9;-99,9;-99,9
164198;-99,9;-99,9;-99,9;-99,9;-99,9
164199;-99,9;-99,9;-99,9;-99,9;-99,9
164200;-99,9;-99,9;-99,9;-99,9;-99,9
164201;-99,9;-99,9;-99,9;-99,9;-99,9
164202;-99,9;-99,9;-99,9;-99,9;-99,9
164203;-99,9;-99,9;-99,9;-99,9;-99,9
164204;-99,9;-99,9;-99,9;-99,9;-99,9
164205;-99,9;-99,9;-99,9;-99,9;-99,9
164206;-99,9;-99,9;-99,9;-99,9;-99,9
164207;-99,9;-99,9;-99,9;-99,9;-99,9
164208;-99,9;-99,9;-99,9;-99,9;-99,9
164209;-99,9;-99,9;-99,9;-99,9;-99,9
164210;-99,9;-99,9;-99,9;-99,9;-99,9
164211;-99,9;-99,9;-99,9;-99,9;-99,9
164212;-99,9;-99,9;-99,9;-99,9;-99,9
164213;-99,9;-99,9;-99,9;-99,9;-99,9
164214;-99,9;-99,9;-99,9;-99,9;-99,9
164215;-99,9;-99,9;-99,9;-99,9;-99,9
164216;-99,9;-99,9;-99,9;-99,9;-99,9
164217;-99,9;-99,9;-99,9;-99,9;-99,9
164218;-99,9;-99,9;-99,9;-99,9;-99,9
164219;-99,9;-99,9;-99,9;-99,9;-99,9
164220;-99,9;-99,9;-99,9;-99,9;-99,9
164221;-99,9;-99,9;-99,9;-99,9;-99,9
164222;-99,9;-99,9;-99,9;-99,9;-99,9
164223;-99,9;-99,9;-99,9;-99,9;-99,9
164224;-99,9;-99,9;-99,9;-99,9;-99,9
164225;-99,9;-99,9;-99,9;-99,9;-99,9
164226;-99,9;-99,9;-99,9;-99,9;-99,9
164227;-99,9;-99,9;-99,9;-99,9;-99,9
164228;-99,9;-99,9;-99,9;-99,9;-99,9
164229;-99,9;-99,9;-99,9;-99,9;-99,9
164230;-99,9;-99,9;-99,9;-99,9;-99,9
164231;-99,9;-99,9;-99,9;-99,9;-99,9
164232;-99,9;-99,9;-99,9;-99,9;-99,9
164233;-99,9;-99,9;-99,9;-99,9;-99,9
164234;-99,9;-99,9;-99,9;-99,9;-99,9
164235;-99,9;-99,9;-99,9;-99,9;-99,9
164236;-99,9;-99,9;-99,9;-99,9;-99,9
164237;-99,9;-99,9;-99,9;-99,9;-99,9
164238;-99,9;-99,9;-99,9;-99,9;-99,9
164239;-99,9;-99,9;-99,9;-99,9;-99,9
164240;-99,9;-99,9;-99,9;-99,9;-99,9
164241;-99,9;-99,9;-99,9;-99,9;-99,9
164242;-99,9;-99,9;-99,9;-99,9;-99,9
164243;-99,9;-99,9;-99,9;-99,9;-99,9
164244;-99,9;-99,9;-99,9;-99,9;-99,9
164245;-99,9;-99,9;-99,9;-99,9;-99,9
164246;-99,9;-99,9;-99,9;-99,9;-99,9
164247;-99,9;-99,9;-99,9;-99,9;-99,9
164248;-99,9;-99,9;-99,9;-99,9;-99,9
164249;-99,9;-99,9;-99,9;-99,9;-99,9
164250;-99,9;-99,9;-99,9;-99,9;-99,9
164251;-99,9;-99,9;-99,9;-99,9;-99,9
164252;-99,9;-99,9;-99,9;-99,9;-99,9
164253;-99,9;-99,9;-99,9;-99,9;-99,9
164254;-99,9;-99,9;-99,9;-99,9;-99,9
164255;-99,9;-99,9;-99,9;-99,9;-99,9
164256;-99,9;-99,9;-99,9;-99,9;-99,9
164257;-99,9;-99,9;-99,9;-99,9;-99,9
164258;-99,9;-99,9;-99,9;-99,9;-99,9
164259;-99,9;-99,9;-99,9;-99,9;-99,9
164260;-99,9;-99,9;-99,9;-99,9;-99,9
164261;-99,9;-99,9;-99,9;-99,9;-99,9
164262;-99,9;-99,9;-99,9;-99,9;-99,9
164263;-99,9;-99,9;-99,9;-99,9;-99,9
164264;-99,9;-99,9;-99,9;-99,9;-99,9
164265;-99,9;-99,9;-99,9;-99,9;-99,9
164266;-99,9;-99,9;-99,9;-99,9;-99,9
164267;-99,9;-99,9;-99,9;-99,9;-99,9
164268;-99,9;-99,9;-99,9;-99,9;-99,9
164269;-99,9;-99,9;-99,9;-99,9;-99,9
164270;-99,9;-99,9;-99,9;-99,9;-99,9
164271;-99,9;-99,9;-99,9;-99,9;-99,9
164272;-99,9;-99,9;-99,9;-99,9;-99,9
164273;-99,9;-99,9;-99,9;-99,9;-99,9
164274;-99,9;-99,9;-99,9;-99,9;-99,9
164275;-99,9;-99,9;-99,9;-99,9;-99,9
164276;-99,9;-99,9;-99,9;-99,9;-99,9
164277;-99,9;-99,9;-99,9;-99,9;-99,9
164278;-99,9;-99,9;-99,9;-99,9;-99,9
164279;-99,9;-99,9;-99,9;-99,9;-99,9
164280;-99,9;-99,9;-99,9;-99,9;-99,9
164281;-99,9;-99,9;-99,9;-99,9;-99,9
164282;-99,9;-99,9;-99,9;-99,9;-99,9
164283;-99,9;-99,9;-99,9;-99,9;-99,9
164284;-99,9;-99,9;-99,9;-99,9;-99,9
164285;-99,9;-99,9;-99,9;-99,9;-99,9
164286;-99,9;-99,9;-99,9;-99,9;-99,9
164287;-99,9;-99,9;-99,9;-99,9;-99,9
164288;-99,9;-99,9;-99,9;-99,9;-99,9
164289;-99,9;-99,9;-99,9;-99,9;-99,9
164290;-99,9;-99,9;-99,9;-99,9;-99,9
164291;-99,9;-99,9;-99,9;-99,9;-99,9
164292;-99,9;-99,9;-99,9;-99,9;-99,9
164293;-99,9;-99,9;-99,9;-99,9;-99,9
164294;-99,9;-99,9;-99,9;-99,9;-99,9
164295;-99,9;-99,9;-99,9;-99,9;-99,9
164296;-99,9;-99,9;-99,9;-99,9;-99,9
164297;-99,9;-99,9;-99,9;-99,9;-99,9
164298;-99,9;-99,9;-99,9;-99,9;-99,9
164299;-99,9;-99,9;-99,9;-99,9;-99,9
165000;-99,9;-99,9;-99,9;-99,9;-99,9
165001;-99,9;-99,9;-99,9;-99,9;-99,9
165002;-99,9;-99,9;-99,9;-99,9;-99,9
165003;-99,9;-99,9;-99,9;-99,9;-99,9
165004;-99,9;-99,9;-99,9;-99,9;-99,9
165005;-99,9;-99,9;-99,9;-99,9;-99,9
165006;-99,9;-99,9;-99,9;-99,9;-99,9
165007;-99,9;-99,9;-99,9;-99,9;-99,9
165008;-99,9;-99,9;-99,9;-99,9;-99,9
165009;-99,9;-99,9;-99,9;-99,9;-99,9
165010;-99,9;-99,9;-99,9;-99,9;-99,9
165011;-99,9;-99,9;-99,9;-99,9;-99,9
165012;-99,9;-99,9;-99,9;-99,9;-99,9
165013;-99,9;-99,9;-99,9;-99,9;-99,9
165014;-99,9;-99,9;-99,9;-99,9;-99,9
165015;-99,9;-99,9;-99,9;-99,9;-99,9
165016;-99,9;-99,9;-99,9;-99,9;-99,9
165017;-99,9;-99,9;-99,9;-99,9;-99,9
165018;-99,9;-99,9;-99,9;-99,9;-99,9
165019;-99,9;-99,9;-99,9;-99,9;-99,9
165020;-99,9;-99,9;-99,9;-99,9;-99,9
165021;-99,9;-99,9;-99,9;-99,9;-99,9
165022;-99,9;-99,9;-99,9;-99,9;-99,9
165023;-99,9;-99,9;-99,9;-99,9;-99,9
165024;-99,9;-99,9;-99,9;-99,9;-99,9
165025;-99,9;-99,9;-99,9;-99,9;-99,9
165026;-99,9;-99,9;-99,9;-99,9;-99,9
165027;-99,9;-99,9;-99,9;-99,9;-99,9
165028;-99,9;-99,9;-99,9;-99,9;-99,9
165029;-99,9;-99,9;-99,9;-99,9;-99,9
165030;-99,9;-99,9;-99,9;-99,9;-99,9
165031;-99,9;-99,9;-99,9;-99,9;-99,9
165032;-99,9;-99,9;-99,9;-99,9;-99,9
165033;-99,9;-99,9;-99,9;-99,9;-99,9
165034;-99,9;-99,9;-99,9;-99,9;-99,9
165035;-99,9;-99,9;-99,9;-99,9;-99,9
165036;-99,9;-99,9;-99,9;-99,9;-99,9
165037;-99,9;-99,9;-99,9;-99,9;-99,9
165038;-99,9;-99,9;-99,9;-99,9;-99,9
165039;-99,9;-99,9;-99,9;-99,9;-99,9
165040;-99,9;-99,9;-99,9;-99,9;-99,9
165041;-99,9;-99,9;-99,9;-99,9;-99,9
165042;-99,9;-99,9;-99,9;-99,9;-99,9
165043;-99,9;-99,9;-99,9;-99,9;-99,9
165044;-99,9;-99,9;-99,9;-99,9;-99,9
165045;-99,9;-99,9;-99,9;-99,9;-99,9
165046;-99,9;-99,9;-99,9;-99,9;-99,9
165047;-99,9;-99,9;-99,9;-99,9;-99,9
165048;-99,9;-99,9;-99,9;-99,9;-99,9
165049;-99,9;-99,9;-99,9;-99,9;-99,9
165050;-99,9;-99,9;-99,9;-99,9;-99,9
165051;-99,9;-99,9;-99,9;-99,9;-99,9
165052;-99,9;-99,9;-99,9;-99,9;-99,9
165053;-99,9;-99,9;-99,9;-99,9;-99,9
165054;-99,9;-99,9;-99,9;-99,9;-99,9
165055;-99,9;-99,9;-99,9;-99,9;-99,9
165056;-99,9;-99,9;-99,9;-99,9;-99,9
165057;-99,9;-99,9;-99,9;-99,9;-99,9
165058;-99,9;-99,9;-99,9;-99,9;-99,9
165059;-99,9;-99,9;-99,9;-99,9;-99,9
165060;-99,9;-99,9;-99,9;-99,9;-99,9
165061;-99,9;-99,9;-99,9;-99,9;-99,9
165062;-99,9;-99,9;-99,9;-99,9;-99,9
165063;-99,9;-99,9;-99,9;-99,9;-99,9
165064;-99,9;-99,9;-99,9;-99,9;-99,9
165065;-99,9;-99,9;-99,9;-99,9;-99,9
165066;-99,9;-99,9;-99,9;-99,9;-99,9
165067;-99,9;-99,9;-99,9;-99,9;-99,9
165068;-99,9;-99,9;-99,9;-99,9;-99,9
165069;-99,9;-99,9;-99,9;-99,9;-99,9
165070;-99,9;-99,9;-99,9;-99,9;-99,9
165071;-99,9;-99,9;-99,9;-99,9;-99,9
165072;-99,9;-99,9;-99,9;-99,9;-99,9
165073;-99,9;-99,9;-99,9;-99,9;-99,9
165074;-99,9;-99,9;-99,9;-99,9;-99,9
165075;-99,9;-99,9;-99,9;-99,9;-99,9
165076;-99,9;-99,9;-99,9;-99,9;-99,9
165077;-99,9;-99,9;-99,9;-99,9;-99,9
165078;-99,9;-99,9;-99,9;-99,9;-99,9
165079;-99,9;-99,9;-99,9;-99,9;-99,9
165080;-99,9;-99,9;-99,9;-99,9;-99,9
165081;-99,9;-99,9;-99,9;-99,9;-99,9
165082;-99,9;-99,9;-99,9;-99,9;-99,9
165083;-99,9;-99,9;-99,9;-99,9;-99,9
165084;-99,9;-99,9;-99,9;-99,9;-99,9
165085;-99,9;-99,9;-99,9;-99,9;-99,9
165086;-99,9;-99,9;-99,9;-99,9;-99,9
165087;-99,9;-99,9;-99,9;-99,9;-99,9
165088;-99,9;-99,9;-99,9;-99,9;-99,9
165089;-99,9;-99,9;-99,9;-99,9;-99,9
165090;15,10190938;4,27139856;-0,1;0,01636167;0,71759017
165091;15,09259992;4,27458428;-0,1;0,01527196;0,72211057
165092;15,09068883;4,21543272;-0,1;0,01247739;0,72682777
165093;15,08597328;4,20421128;-0,1;0,01060683;0,73328733
165094;15,08768179;4,17536668;-0,1;0,00937311;0,74095254
165095;15,08423089;4,2140024;-0,1;0,00866657;0,74497505
165096;15,07272814;4,36993764;-0,1;0,00692395;0,74265364
165097;15,08076568;4,34419992;-0,1;0,00430661;0,73837038
165098;15,08026585;4,40861466;-0,1;0,00535836;0,73674367
165099;15,04965487;4,49075809;-0,1;0,00775655;0,7388786
165100;14,92852461;4,61755396;-0,1;0,01107349;0,73784076
165101;15,11014848;4,67912276;-0,1;0,01183611;0,73554557
165102;15,12466249;4,61091118;-0,1;0,01171125;0,7298509
165103;15,13018898;4,61840713;-0,1;0,01076141;0,72626613
165104;15,13643914;4,7074354;-0,1;0,01231127;0,72622004
165105;15,15625171;4,74977453;-0,1;0,01247826;0,73283494
165106;15,17551097;4,71531454;-0,1;0,01262264;0,74531452
165107;15,20054514;4,72543091;-0,1;0,01260164;0,76047854
165108;15,25004224;4,71673446;-0,1;0,01361195;0,77566559
165109;15,30884598;4,77592477;-0,1;0,01669352;0,79006514
165110;15,37021762;4,77720965;-0,1;0,01810282;0,79764187
165111;15,3580801;4,83191138;-0,1;0,01979516;0,8017059
165112;15,35112858;4,87700785;-0,1;0,02122988;0,80137979
165113;15,33048232;4,83485231;-0,1;0,02076827;0,80923638
165114;15,42304488;4,86342255;-0,1;0,02268874;0,816591
165115;15,48407561;4,8961757;-0,1;0,02200121;0,82262459
165116;15,55884463;4,95751386;-0,1;0,02350647;0,82374017
165117;15,63218025;4,99227323;-0,1;0,02409228;0,82096025
165118;15,70842239;5,08311901;-0,1;0,02458626;0,81599307
165119;15,96367941;5,11843702;-0,1;0,02637209;0,81948164
165120;15,9799253;5,14252793;-0,1;0,03003037;0,83689234
165121;16,08165665;5,17356801;-0,1;0,02997412;0,82980256
165122;16,10661088;5,1643067;-0,1;0,02934274;0,81773637
165123;15,91818561;5,15161295;-0,1;0,02781464;0,79846882
165124;15,97011379;5,14849601;-0,1;0,02507989;0,77946179
165125;15,99478565;5,13512373;-0,1;0,02336804;0,76263182
165126;16,04496124;5,15611286;-0,1;0,02245925;0,75471301
165127;15,90551792;5,15345286;-0,1;0,02008756;0,74921646
165128;15,87911393;5,14701024;-0,1;0,02187101;0,74342329
165129;15,80442411;5,14291127;-0,1;0,02187368;0,74006564
165130;15,80348372;5,13471442;-0,1;0,02401713;0,73696384
165131;15,80294671;5,1242393;-0,1;0,02509875;0,73224706
165132;15,74109735;5,12209098;-0,1;0,02458313;0,72562633
165133;15,66037528;5,12402911;-0,1;0,02418728;0,71881471
165134;15,5406076;5,12036517;-0,1;0,02308426;0,71295518
165135;15,60202521;5,12283776;-0,1;0,02301554;0,7103833
165136;15,55927984;5,10854265;-0,1;0,02173618;0,70951571
165137;15,70805751;5,10879624;-0,1;0,02360117;0,71556119
165138;15,69789194;5,10553685;-0,1;0,02446763;0,72085831
165139;15,61752293;5,11685777;-0,1;0,02630788;0,7305178
165140;15,60510923;5,10512742;-0,1;0,02776282;0,74008816
165141;15,7143895;5,15531748;-0,1;0,02951028;0,74667679
165142;15,64146468;5,13612185;-0,1;0,03196372;0,75698916
165143;15,61043729;5,13154985;-0,1;0,03409355;0,76757574
165144;15,70330264;5,14811418;-0,1;0,03706918;0,77655927
165145;15,75120534;5,146084;-0,1;0,04067885;0,7839214
165146;15,83288125;5,13257373;-0,1;0,03795903;0,78296554
165147;15,90090961;5,12543381;-0,1;0,03364867;0,7835549
165148;15,93506461;5,12865938;-0,1;0,02897529;0,78097659
165149;16,00033249;5,14353439;-0,1;0,02438653;0,77671011
165150;16,04831132;5,13591371;-0,1;0,02026471;0,77306624
165151;16,05303566;5,1302049;-0,1;0,01749883;0,76932128
165152;16,07196413;5,13046849;-0,1;0,01998176;0,76455837
165153;15,96878972;5,11153696;-0,1;0,02268345;0,7636071
165154;16,00598298;5,11970135;-0,1;0,02421699;0,76535291
165155;16,06120065;5,1324842;-0,1;0,02630958;0,76362236
165156;16,07434038;5,11898509;-0,1;0,02833899;0,76163567
165157;16,14600848;5,09435995;-0,1;0,02927523;0,75918614
165158;16,23309105;5,14661494;-0,1;0,02990152;0,75892838
165159;16,31493758;5,17903037;-0,1;0,02966556;0,75797185
165160;16,34513327;5,18020172;-0,1;0,02902365;0,75787632
165161;16,44497357;5,24935931;-0,1;0,02853528;0,75297103
165162;16,52488955;5,27206453;-0,1;0,02746447;0,75393147
165163;16,58925504;5,29125972;-0,1;0,02675519;0,75620421
165164;16,64822709;5,29336051;-0,1;0,02613684;0,76091874
165165;16,73611224;5,29777122;-0,1;0,02579282;0,76602334
165166;16,7625719;5,32711746;-0,1;0,02502215;0,77090521
165167;16,74123979;5,33651388;-0,1;0,02509546;0,7743851
165168;16,74802414;5,33084217;-0,1;0,02592939;0,77536853
165169;16,73178089;5,3432822;-0,1;0,02678966;0,77806113
165170;16,76692226;5,33923107;-0,1;0,02763357;0,77905472
165171;16,77078562;5,33401276;-0,1;0,02740843;0,77889071
165172;16,78130391;5,32653552;-0,1;0,02594893;0,77546022
165173;16,65281744;5,32852448;-0,1;0,02364733;0,77168278
165174;16,58670021;5,30305519;-0,1;0,02178205;0,76698899
165175;16,59038404;5,28110331;-0,1;0,01990374;0,76265441
165176;16,63724099;5,26371959;-0,1;0,01611551;0,75784751
165177;16,82096284;5,24702619;-0,1;0,01193534;0,7550521
165178;16,91218705;5,25120241;-0,1;0,01105371;0,75234075
165179;17,05401971;5,28865227;-0,1;0,0114062;0,75100769
165180;17,0704877;5,28630158;-0,1;0,011356;0,75019886
165181;17,08904454;5,29716433;-0,1;0,01213954;0,74939385
165182;-99,9;-99,9;-99,9;-99,9;-99,9
165183;-99,9;-99,9;-99,9;-99,9;-99,9
165184;-99,9;-99,9;-99,9;-99,9;-99,9
165185;-99,9;-99,9;-99,9;-99,9;-99,9
165186;-99,9;-99,9;-99,9;-99,9;-99,9
165187;-99,9;-99,9;-99,9;-99,9;-99,9
165188;-99,9;-99,9;-99,9;-99,9;-99,9
165189;-99,9;-99,9;-99,9;-99,9;-99,9
165190;-99,9;-99,9;-99,9;-99,9;-99,9
165191;-99,9;-99,9;-99,9;-99,9;-99,9
165192;-99,9;-99,9;-99,9;-99,9;-99,9
165193;-99,9;-99,9;-99,9;-99,9;-99,9
165194;-99,9;-99,9;-99,9;-99,9;-99,9
165195;-99,9;-99,9;-99,9;-99,9;-99,9
165196;-99,9;-99,9;-99,9;-99,9;-99,9
